url,location,district,price,currency,offer_type,property_type,area,landArea,privateArea,bathRooms,bedRooms,parking,floors,energeticCertificate,lift,fenced,fractions
https://www.era.pt/imovel/apartamento-t2-terraco-coimbra-pinhal-marrocos-115240384,Pinhal Marrocos,Coimbra,280000.0,1.0,1.0,Apartamento,80.0,0.0,90.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/moradia-em-banda-t3-nova-sesimbra-sesimbra--maca-371240039,Sesimbra - Maça,Sesimbra,360000.0,1.0,1.0,Moradia em Banda,0.0,144.0,146.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
https://www.era.pt/imovel/lote-vila-nova-de-gaia-oliveira-do-douro-174240207,Oliveira do Douro,Porto,70000.0,1.0,1.0,Lote,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t3-viseu-quinta-da-longra-240240189,Quinta da Longra,Viseu,190000.0,1.0,1.0,Apartamento,73.0,0.0,91.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t2-coimbra-santo-antonio-dos-olivais-115240383,Santo António dos Olivais,Coimbra,249000.0,1.0,1.0,Apartamento,69.0,0.0,76.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t1-porto-paranhos-123240348,Paranhos,Porto,255900.0,1.0,1.0,Apartamento,55.0,0.0,59.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/terreno-rustico-agricola-amares-caldelas-sequeiros-e-paranhos-327240044,"Caldelas, Sequeiros e Paranhos",Braga,55000.0,1.0,1.0,Terreno Rústico,0.0,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.era.pt/imovel/moradia-isolada-t6-amarante-rebordelo-049240081,Rebordelo,Porto,255000.0,1.0,1.0,Moradia Isolada,320.0,680.0,140.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
https://www.era.pt/imovel/moradia-isolada-t4-braganca-parada-e-failde-292240085,Parada e Faílde,Bragança,270000.0,1.0,1.0,Moradia Isolada,165.0,1698.0,170.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t2-luxo-montijo-montijo-e-afonsoeiro-377240025,Montijo e Afonsoeiro,Setúbal,330000.0,1.0,1.0,Apartamento,96.0,0.0,114.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
https://www.era.pt/imovel/moradia-isolada-t4-piscina-ponta-do-sol-canhas-299240250,Canhas,Ilha da Madeira,0.0,1.0,1.0,Moradia Isolada,300.0,727.0,300.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
https://www.era.pt/imovel/duplex-t3-oliveira-do-bairro-palhaca-124240172,Palhaça,Aveiro,185000.0,1.0,1.0,Duplex,133.0,0.0,138.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t2-porto-arca-d-agua-123240347,Arca d´ Água,Porto,220000.0,1.0,1.0,Apartamento,0.0,0.0,75.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0
